example_id,metadata,relation_type,entity_1,entity_2,content,tagged_sentence
d8066a73-49c2-4e99-825a-b49b9b2ba67d,{'ID': '34_Finnish_SafetyOfUse'},necessity,landing,reserved in front of and behind a door located in an exit route,A landing measuring at least 800 millimetres in length must be reserved in front of and behind a door located in an exit route.,A <e1>landing</e1> measuring at least 800 millimetres in length must be <e2>reserved in front of and behind a door located in an exit route</e2>.
d8066a73-49c2-4e99-825a-b49b9b2ba67d,{'ID': '34_Finnish_SafetyOfUse'},greater-equal,800 millimetres,length,A landing measuring at least 800 millimetres in length must be reserved in front of and behind a door located in an exit route.,A landing measuring at least <e1>800 millimetres</e1> in <e2>length</e2> must be reserved in front of and behind a door located in an exit route.
d82c4149-8daa-48b2-8f46-c959a5f9ebe3,{'ID': '152_UK_DocM_V2_AccessAndUseOfBuildings'},necessity,lighting,"designed to give good colour rendering of all surfaces, without creating glare or pools of bright light and strong shadows","Artificial lighting should be designed to give good colour rendering of all surfaces, without creating glare or pools of bright light and strong shadows.","Artificial <e1>lighting</e1> should be <e2>designed to give good colour rendering of all surfaces, without creating glare or pools of bright light and strong shadows</e2>."
d8a06af7-3a6b-4d68-8bba-342aac6d3ac0,{'ID': '146_Finnish_Health-WaterAndSewerage'},necessity,Water pipes,identifiable,Water pipes and sewers installed in the ground shall be identifiable and they shall be located separate from one another.,<e1>Water pipes</e1> and sewers installed in the ground shall be <e2>identifiable</e2> and they shall be located separate from one another.
d8a06af7-3a6b-4d68-8bba-342aac6d3ac0,{'ID': '146_Finnish_Health-WaterAndSewerage'},necessity,sewers,located separate from one another,Water pipes and sewers installed in the ground shall be identifiable and they shall be located separate from one another.,Water pipes and <e1>sewers</e1> installed in the ground shall be identifiable and they shall be <e2>located separate from one another</e2>.
d925c189-860a-4fcb-ae88-d1cf8cc14fb8,{'ID': '28_Finnish_SafetyOfUse'},less-equal,riser,160 millimetres,"The tread of steps in covered or heated outdoor staircases must be no less than 300 millimetres, and the riser may be no more than 160 millimetres.","The tread of steps in covered or heated outdoor staircases must be no less than 300 millimetres, and the <e1>riser</e1> may be no more than <e2>160 millimetres</e2>."
d925c189-860a-4fcb-ae88-d1cf8cc14fb8,{'ID': '28_Finnish_SafetyOfUse'},greater-equal,tread,300 millimetres,"The tread of steps in covered or heated outdoor staircases must be no less than 300 millimetres, and the riser may be no more than 160 millimetres.","The <e1>tread</e1> of steps in covered or heated outdoor staircases must be no less than <e2>300 millimetres</e2>, and the riser may be no more than 160 millimetres."
d988e207-c3f9-4314-9a16-f99b334595f4,{'ID': '26_Finnish_SafetyOfUse'},greater-equal,tread,270 millimetres,The tread must be no less than 270 millimetres.,The <e1>tread</e1> must be no less than <e2>270 millimetres</e2>.
d9b8f957-49e3-45d0-83ca-c0419a50361a,{'ID': '48_Finnish_Health-IndoorClimateAndVentilation'},necessity,system,stop switch,"In a mechanical system, there shall be a clearly labelled stop switch, which shall be located in an easily accessible place.","In a mechanical <e1>system</e1>, there shall be a clearly labelled <e2>stop switch</e2>, which shall be located in an easily accessible place."
da4d5959-6e64-4e04-a1f3-8b42b6addab0,{'ID': '67_Finnish_EnergyEfficiency'},greater-equal,air flow,0.15 dm3/s per m2,The outdoor air flow used in the calculations for buildings other than those in intended use categories 1 and 2 outside the occupancy period shall be at least 0.15 dm3/s per m2.,The outdoor <e1>air flow</e1> used in the calculations for buildings other than those in intended use categories 1 and 2 outside the occupancy period shall be at least <e2>0.15 dm3/s per m2</e2>.
dae0db09-fd4b-4f2c-99c0-cd742b19d17a,{'ID': '68_Finnish_SafetyOfUse'},necessity,light-permeable structure,withstand the load to which it is normally subject,"A glass structure or other light-permeable structure, along with its mountings, must withstand the load to which it is normally subject, unless the structure is protected by a fixed collision barrier.","A glass structure or other <e1>light-permeable structure</e1>, along with its mountings, must <e2>withstand the load to which it is normally subject</e2>, unless the structure is protected by a fixed collision barrier."
dae0db09-fd4b-4f2c-99c0-cd742b19d17a,{'ID': '68_Finnish_SafetyOfUse'},necessity,mountings,withstand the load to which it is normally subject,"A glass structure or other light-permeable structure, along with its mountings, must withstand the load to which it is normally subject, unless the structure is protected by a fixed collision barrier.","A glass structure or other light-permeable structure, along with its <e1>mountings</e1>, must <e2>withstand the load to which it is normally subject</e2>, unless the structure is protected by a fixed collision barrier."
dae0db09-fd4b-4f2c-99c0-cd742b19d17a,{'ID': '68_Finnish_SafetyOfUse'},necessity,glass structure,withstand the load to which it is normally subject,"A glass structure or other light-permeable structure, along with its mountings, must withstand the load to which it is normally subject, unless the structure is protected by a fixed collision barrier.","A <e1>glass structure</e1> or other light-permeable structure, along with its mountings, must <e2>withstand the load to which it is normally subject</e2>, unless the structure is protected by a fixed collision barrier."
db611a74-4d57-4f90-989b-23b990d705ae,{'ID': '24_UK_DocM_V2_AccessAndUseOfBuildings'},necessity,agreed level of provision,clearly recorded,"Whichever approach is adopted, the agreed level of provision should be clearly recorded.","Whichever approach is adopted, the <e1>agreed level of provision</e1> should be <e2>clearly recorded</e2>."
db734798-9e42-4fe1-900c-77d4e6131809,{'ID': '11_UK_DocQ_Security_Dwellings'},necessity,main doors,door viewer,"The main doors for entering a dwelling (usually the front door) should have a door viewer unless other means exist to see callers, such as clear glass within the door or a window next to the doorset.","The <e1>main doors</e1> for entering a dwelling (usually the front door) should have a <e2>door viewer</e2> unless other means exist to see callers, such as clear glass within the door or a window next to the doorset."
db8b3a40-4d12-4dc9-b463-1c7bc6e4f00d,{'ID': '130_Finnish_Health-WaterAndSewerage'},necessity,waste water pumping station,ventilated,The waste water pumping station shall be ventilated.,The <e1>waste water pumping station</e1> shall be <e2>ventilated</e2>.
dcc583b1-8c4c-42cf-a1ed-e8907de56254,{'ID': '23_Finnish_SafetyOfUse'},greater-equal,tread,270 millimetres,"The rise of the indoor steps of other spaces intended for everyday use may be no more than 180 millimetres, and the tread must be no less than 270 millimetres.","The rise of the indoor steps of other spaces intended for everyday use may be no more than 180 millimetres, and the <e1>tread</e1> must be no less than <e2>270 millimetres</e2>."
dcc583b1-8c4c-42cf-a1ed-e8907de56254,{'ID': '23_Finnish_SafetyOfUse'},less-equal,rise,180 millimetres,"The rise of the indoor steps of other spaces intended for everyday use may be no more than 180 millimetres, and the tread must be no less than 270 millimetres.","The <e1>rise</e1> of the indoor steps of other spaces intended for everyday use may be no more than <e2>180 millimetres</e2>, and the tread must be no less than 270 millimetres."
dd056285-1aa4-4c6d-94ac-b911458cb7ea,{'ID': '70_UK_DocS_InfrastructureForChargingOfElectricalVehicles'},necessity,requirement,met by installing a charge point in a parking space that is not within a covered car park,"Where any of the parking spaces for new buildings other than residential or mixed-use buildings are in a covered car park, the requirement to install an electric vehicle charge point should be met by installing a charge point in a parking space that is not within a covered car park.","Where any of the parking spaces for new buildings other than residential or mixed-use buildings are in a covered car park, the <e1>requirement</e1> to install an electric vehicle charge point should be <e2>met by installing a charge point in a parking space that is not within a covered car park</e2>."
dd898f7c-ee89-4c12-adaf-0ba78a6b001f,{'ID': '98_UK_DocK_ProtectionFromFalling'},necessity,Provision,"made to prevent people moving in or about the building from colliding with open windows, skylights or ventilators","Provision shall be made to prevent people moving in or about the building from colliding with open windows, skylights or ventilators.","<e1>Provision</e1> shall be <e2>made to prevent people moving in or about the building from colliding with open windows, skylights or ventilators</e2>."
ddc0bba6-2df8-43e1-9398-37514366fb06,{'ID': '208_UK_DocF_V1_Ventilation'},necessity,speed,set to achieve the desired continuous flow rate,"For fixed terminals with automatic flow adjustment at the fan unit, the fan speed should be set to achieve the desired continuous flow rate.","For fixed terminals with automatic flow adjustment at the fan unit, the fan <e1>speed</e1> should be <e2>set to achieve the desired continuous flow rate</e2>."
ddcf66e5-33c1-43c6-9c16-52be70d56c54,{'ID': '100_UK_DocF_V1_Ventilation'},necessity,exhaust air terminal,minimise likely wind effects,"If an exhaust air terminal is located on a facade that is exposed to the prevailing wind, measures should be taken to minimise likely wind effects.","If an <e1>exhaust air terminal</e1> is located on a facade that is exposed to the prevailing wind, measures should be taken to <e2>minimise likely wind effects</e2>."
ddd6ec57-ed54-4a8a-abaf-4b1efc287dde,{'ID': '111_Finnish_Health-WaterAndSewerage'},necessity,flushing,carried out with household water,The flushing shall be carried out with household water to remove any dirt and debris from the pipe network.,The <e1>flushing</e1> shall be <e2>carried out with household water</e2> to remove any dirt and debris from the pipe network.
ddf21ce1-bd2a-49f5-8ba6-d2bcb5edf575,{'ID': '97_UK_DocM_V1_AccessAndUseOfBuildings'},necessity,Taps,lever operated,Taps should be lever operated and capable of easy operation.,<e1>Taps</e1> should be <e2>lever operated</e2> and capable of easy operation.
ddf21ce1-bd2a-49f5-8ba6-d2bcb5edf575,{'ID': '97_UK_DocM_V1_AccessAndUseOfBuildings'},necessity,Taps,capable of easy operation,Taps should be lever operated and capable of easy operation.,<e1>Taps</e1> should be lever operated and <e2>capable of easy operation</e2>.
ded852b5-c826-4649-8ce5-dece0eba6061,{'ID': '32_Finnish_Health-IndoorClimateAndVentilation'},necessity,room temperature,comfortable,"During the design period of occupancy, a building's room temperature shall be comfortable and not adversely affected by air velocity, thermal radiation, temperature fluctuation, temperature differences or surface temperatures.","During the design period of occupancy, a building's <e1>room temperature</e1> shall be <e2>comfortable</e2> and not adversely affected by air velocity, thermal radiation, temperature fluctuation, temperature differences or surface temperatures."
ded852b5-c826-4649-8ce5-dece0eba6061,{'ID': '32_Finnish_Health-IndoorClimateAndVentilation'},necessity,room temperature,"not adversely affected by air velocity, thermal radiation, temperature fluctuation, temperature differences or surface temperatures","During the design period of occupancy, a building's room temperature shall be comfortable and not adversely affected by air velocity, thermal radiation, temperature fluctuation, temperature differences or surface temperatures.","During the design period of occupancy, a building's <e1>room temperature</e1> shall be comfortable and <e2>not adversely affected by air velocity, thermal radiation, temperature fluctuation, temperature differences or surface temperatures</e2>."
df09194e-2fe6-4007-b6c1-1a7383f1baba,{'ID': '40_UK_DocM_V2_AccessAndUseOfBuildings'},necessity,gradients,as gentle as possible,"Generally, gradients within the approach should be as gentle as possible.","Generally, <e1>gradients</e1> within the approach should be <e2>as gentle as possible</e2>."
df122091-ca53-4134-98a3-47779c06f9df,{'ID': '198_UK_DocF_V1_Ventilation'},necessity,flow rate,set with the terminal fully open,The index terminal flow rate should be set with the terminal fully open and all other terminals should be adjusted to achieve the required flows at each terminal.,The index terminal <e1>flow rate</e1> should be <e2>set with the terminal fully open</e2> and all other terminals should be adjusted to achieve the required flows at each terminal.
df122091-ca53-4134-98a3-47779c06f9df,{'ID': '198_UK_DocF_V1_Ventilation'},necessity,terminals,adjusted to achieve the required flows at each terminal,The index terminal flow rate should be set with the terminal fully open and all other terminals should be adjusted to achieve the required flows at each terminal.,The index terminal flow rate should be set with the terminal fully open and all other <e1>terminals</e1> should be <e2>adjusted to achieve the required flows at each terminal</e2>.
df24d65a-425f-4ddd-b3aa-0ae34be4b0c1,{'ID': '32_UK_DocQ_Security_Dwellings'},necessity,Beading,mechanically fixed,Beading should be mechanically fixed and glued in position.,<e1>Beading</e1> should be <e2>mechanically fixed</e2> and glued in position.
df24d65a-425f-4ddd-b3aa-0ae34be4b0c1,{'ID': '32_UK_DocQ_Security_Dwellings'},necessity,Beading,glued in position,Beading should be mechanically fixed and glued in position.,<e1>Beading</e1> should be mechanically fixed and <e2>glued in position</e2>.
df6eb340-6ff0-4811-bcaf-48a6cc6dc455,{'ID': '90_UK_DocM_V1_AccessAndUseOfBuildings'},necessity,disabled person,"able to move within, and between, storeys","An ambulant disabled person should be able to move within, and between, storeys.","An ambulant <e1>disabled person</e1> should be <e2>able to move within, and between, storeys</e2>."
e061791c-7881-43fe-a272-beec4a972b0c,{'ID': '31_UK_DocQ_Security_Dwellings'},necessity,panel,securely held in place,The panel should be securely held in place.,The <e1>panel</e1> should be <e2>securely held in place</e2>.
e1460729-0b58-4a44-99ac-dc150f918428,{'ID': '158_Finnish_Health-WaterAndSewerage'},necessity,cleanouts,located,The cleanouts shall be located so that the entire pipeline may be cleansed.,The <e1>cleanouts</e1> shall be <e2>located</e2> so that the entire pipeline may be cleansed.
e1f1aeb9-7453-4b6b-b3f1-6049d711868a,{'ID': '156_Finnish_FireSafety'},necessity,fire performance,demonstrated by a fullscale test,The fire performance of the external wall structure of a building no more than 56 metres in height may also be demonstrated by a fullscale test.,The <e1>fire performance</e1> of the external wall structure of a building no more than 56 metres in height may also be <e2>demonstrated by a fullscale test</e2>.
e1f1aeb9-7453-4b6b-b3f1-6049d711868a,{'ID': '156_Finnish_FireSafety'},less-equal,56 metres,height,The fire performance of the external wall structure of a building no more than 56 metres in height may also be demonstrated by a fullscale test.,The fire performance of the external wall structure of a building no more than <e1>56 metres</e1> in <e2>height</e2> may also be demonstrated by a fullscale test.
e20c760b-a97f-4309-b96a-bcec7cc52b39,{'ID': '102_Finnish_Health-Humidity'},necessity,Water,drain off the roof without causing damage to the building,Water must be able to drain off the roof without causing damage to the building.,<e1>Water</e1> must be able to <e2>drain off the roof without causing damage to the building</e2>.
e21fa967-934e-4a29-a66d-252fdbbf928f,{'ID': '473_UK_DocM_V2_AccessAndUseOfBuildings'},equal,allowance,0.3W/m2,"If the parasitic energy use is unknown, an allowance of 0.3W/m2 should be made for any control system.","If the parasitic energy use is unknown, an <e1>allowance</e1> of <e2>0.3W/m2</e2> should be made for any control system."
e26e2280-635f-44b5-967c-6cf0b56e15de,{'ID': '86_Finnish_Health-WaterAndSewerage'},necessity,Water pipes,thermally insulated,Water pipes that are located in cold premises shall be thermally insulated.,<e1>Water pipes</e1> that are located in cold premises shall be <e2>thermally insulated</e2>.
e2f06254-ca46-4471-89c7-ebef89a4d93d,{'ID': '50_UK_DocF_V2_Ventilation'},necessity,terminals,located in the ceiling,"Where used, passive stack ventilation terminals should be located in the ceiling.","Where used, passive stack ventilation <e1>terminals</e1> should be <e2>located in the ceiling</e2>."
e3128ebd-be79-48f2-93b5-7806c9a9026a,{'ID': '110_Finnish_Health-Humidity'},necessity,Constructions,waterproofed,"Constructions  behind  surfaces  exposed  to  running  water,  repetitious splash water or water condensation must be waterproofed.","<e1>Constructions</e1> behind surfaces exposed to running water, repetitious splash water or water condensation must be <e2>waterproofed</e2>."
e320322e-3aee-4167-ad19-a6c6cc41f597,{'ID': '97_Finnish_Health-WaterAndSewerage'},necessity,water system,pressure gauge,The water system shall incorporate: 1) a pressure gauge; 2) thermometers in the water pipe of mixed domestic hot water from the water heater and in the domestic hot water ring duct to measure the temperature of return water; 3) throttling valves.,The <e1>water system</e1> shall incorporate: 1) a <e2>pressure gauge</e2>; 2) thermometers in the water pipe of mixed domestic hot water from the water heater and in the domestic hot water ring duct to measure the temperature of return water; 3) throttling valves.
e320322e-3aee-4167-ad19-a6c6cc41f597,{'ID': '97_Finnish_Health-WaterAndSewerage'},necessity,water system,throttling valves,The water system shall incorporate: 1) a pressure gauge; 2) thermometers in the water pipe of mixed domestic hot water from the water heater and in the domestic hot water ring duct to measure the temperature of return water; 3) throttling valves.,The <e1>water system</e1> shall incorporate: 1) a pressure gauge; 2) thermometers in the water pipe of mixed domestic hot water from the water heater and in the domestic hot water ring duct to measure the temperature of return water; 3) <e2>throttling valves</e2>.
e320322e-3aee-4167-ad19-a6c6cc41f597,{'ID': '97_Finnish_Health-WaterAndSewerage'},necessity,water system,thermometers,The water system shall incorporate: 1) a pressure gauge; 2) thermometers in the water pipe of mixed domestic hot water from the water heater and in the domestic hot water ring duct to measure the temperature of return water; 3) throttling valves.,The <e1>water system</e1> shall incorporate: 1) a pressure gauge; 2) <e2>thermometers</e2> in the water pipe of mixed domestic hot water from the water heater and in the domestic hot water ring duct to measure the temperature of return water; 3) throttling valves.
e32bbb47-c826-40c1-8ea4-8c32353d3fd2,{'ID': '15_UK_DocF_V1_Ventilation'},equal,adequate means,ventilation,There shall be adequate means of ventilation provided for people in the building.,There shall be <e1>adequate means</e1> of <e2>ventilation</e2> provided for people in the building.
e3b85ad6-6132-40d7-86f8-3cc5d44eb12c,{'ID': '100_UK_DocM_V1_AccessAndUseOfBuildings'},necessity,bedroom,close to an accessible bathroom suitable for a wheelchair user,One bedroom should be close to an accessible bathroom suitable for a wheelchair user.,One <e1>bedroom</e1> should be <e2>close to an accessible bathroom suitable for a wheelchair user</e2>.
e3b85ad6-6132-40d7-86f8-3cc5d44eb12c,{'ID': '100_UK_DocM_V1_AccessAndUseOfBuildings'},equal,One,bedroom,One bedroom should be close to an accessible bathroom suitable for a wheelchair user.,<e1>One</e1> <e2>bedroom</e2> should be close to an accessible bathroom suitable for a wheelchair user.
e40e66a5-25da-494b-b09c-e3241289a1b7,{'ID': '101_UK_DocM_V1_AccessAndUseOfBuildings'},necessity,bedrooms,accessible to a wheelchair user,All other bedrooms should be accessible to a wheelchair user.,All other <e1>bedrooms</e1> should be <e2>accessible to a wheelchair user</e2>.
e43c1e88-be80-42d9-944e-1bf0f0f82479,{'ID': '18_UK_DocM_V1_AccessAndUseOfBuildings'},less-equal,gradients,1:12,Individual flights are: for gradients up to 1:15 not more than 10m long; for gradients up to 1:12 not more than 5m long.,Individual flights are: for gradients up to 1:15 not more than 10m long; for <e1>gradients</e1> up to <e2>1:12</e2> not more than 5m long.
e43c1e88-be80-42d9-944e-1bf0f0f82479,{'ID': '18_UK_DocM_V1_AccessAndUseOfBuildings'},less-equal,5m,long,Individual flights are: for gradients up to 1:15 not more than 10m long; for gradients up to 1:12 not more than 5m long.,Individual flights are: for gradients up to 1:15 not more than 10m long; for gradients up to 1:12 not more than <e1>5m</e1> <e2>long</e2>.
e43c1e88-be80-42d9-944e-1bf0f0f82479,{'ID': '18_UK_DocM_V1_AccessAndUseOfBuildings'},less-equal,10m,long,Individual flights are: for gradients up to 1:15 not more than 10m long; for gradients up to 1:12 not more than 5m long.,Individual flights are: for gradients up to 1:15 not more than <e1>10m</e1> <e2>long</e2>; for gradients up to 1:12 not more than 5m long.
e43c1e88-be80-42d9-944e-1bf0f0f82479,{'ID': '18_UK_DocM_V1_AccessAndUseOfBuildings'},less-equal,gradients,1:15,Individual flights are: for gradients up to 1:15 not more than 10m long; for gradients up to 1:12 not more than 5m long.,Individual flights are: for <e1>gradients</e1> up to <e2>1:15</e2> not more than 10m long; for gradients up to 1:12 not more than 5m long.
e46efdc3-02a8-4440-870d-a6cdc1b34430,{'ID': '44_UK_DocF_V2_Ventilation'},necessity,Rooms,not be designed to be occupied,NOTE: Rooms that are designed to contain printers and photocopiers in substantial use (more than 30 minutes per hour) should not be designed to be occupied.,NOTE: <e1>Rooms</e1> that are designed to contain printers and photocopiers in substantial use (more than 30 minutes per hour) should <e2>not be designed to be occupied</e2>.
e4fb8d18-8dbc-4351-a2df-d87f880f476a,{'ID': '90_Finnish_FireSafety'},equal,fire resistance time requirement,half,The fire resistance time requirement for balconies is half that of the load-bearing structures of the storey.,The <e1>fire resistance time requirement</e1> for balconies is <e2>half</e2> that of the load-bearing structures of the storey.
e505b13c-7b62-4857-aa2d-544dc986e9c0,{'ID': '18_UK_DocK_ProtectionFromFalling'},greater-equal,going,280mm,"For dwellings, for external tapered steps and stairs that are part of the building the going of each step should be a minimum of 280mm.","For dwellings, for external tapered steps and stairs that are part of the building the <e1>going</e1> of each step should be a minimum of <e2>280mm</e2>."
e5316f51-becd-4144-b5e8-ae1701b41818,{'ID': '148_UK_DocM_V2_AccessAndUseOfBuildings'},necessity,users,"able to locate a control, know which setting it is on and use it without inadvertently changing its setting","All users should be able to locate a control, know which setting it is on and use it without inadvertently changing its setting.","All <e1>users</e1> should be <e2>able to locate a control, know which setting it is on and use it without inadvertently changing its setting</e2>."
e5a56966-e0d8-4d9e-9106-9f63913ca6d0,{'ID': '482_UK_DocL_V1_ConsrvationOfFuelAndPower'},necessity,Photographs,"taken at appropriate construction stages for each detail when completed, but prior to closingup works","Photographs should be taken at appropriate construction stages for each detail when completed, but prior to closingup works.","<e1>Photographs</e1> should be <e2>taken at appropriate construction stages for each detail when completed, but prior to closingup works</e2>."
e5b89c46-e6d5-4fb8-9e13-936c670c37c7,{'ID': '164_UK_DocM_V2_AccessAndUseOfBuildings'},necessity,installing a chemical sanitary waste disposal unit,WC accommodation,Consideration should be given to installing a chemical sanitary waste disposal unit in wheelchair-accessible WC accommodation.,Consideration should be given to <e1>installing a chemical sanitary waste disposal unit</e1> in wheelchair-accessible <e2>WC accommodation</e2>.
e68377dd-acec-4915-a0b4-a5eb8c840bf1,{'ID': '121_UK_DocS_InfrastructureForChargingOfElectricalVehicles'},necessity,space,allowed around the future connection location,"Where vehicle barriers are necessary, sufficient space (for example 500mm) should be allowed around the future connection location.","Where vehicle barriers are necessary, sufficient <e1>space</e1> (for example 500mm) should be <e2>allowed around the future connection location</e2>."
e6fcc89d-b55e-4536-9a24-c3c5f4015a0d,{'ID': '455_UK_DocM_V2_AccessAndUseOfBuildings'},necessity,"technically, functionally and economically feasible measures",implemented,"All technically, functionally and economically feasible measures to improve the fabric of the building served by the service should be implemented.","All <e1>technically, functionally and economically feasible measures</e1> to improve the fabric of the building served by the service should be <e2>implemented</e2>."
e728e1af-4952-4010-a0bf-3723d54bc450,{'ID': '45_Finnish_Health-IndoorClimateAndVentilation'},necessity,Ventilation,"provide healthy, safe and comfortable indoor air quality in occupiable spaces","Ventilation shall provide healthy, safe and comfortable indoor air quality in occupiable spaces.","<e1>Ventilation</e1> shall <e2>provide healthy, safe and comfortable indoor air quality in occupiable spaces</e2>."
e7be7432-5505-47ad-b586-2a2e3f5a1a37,{'ID': '203_UK_DocF_V1_Ventilation'},necessity,terminals,rebalanced,"If the index terminal has to be set to a significantly closed position to achieve the required air flow rate, then the fan speed should be reduced and the terminals rebalanced.","If the index terminal has to be set to a significantly closed position to achieve the required air flow rate, then the fan speed should be reduced and the <e1>terminals</e1> <e2>rebalanced</e2>."
e7be7432-5505-47ad-b586-2a2e3f5a1a37,{'ID': '203_UK_DocF_V1_Ventilation'},necessity,speed,reduced,"If the index terminal has to be set to a significantly closed position to achieve the required air flow rate, then the fan speed should be reduced and the terminals rebalanced.","If the index terminal has to be set to a significantly closed position to achieve the required air flow rate, then the fan <e1>speed</e1> should be <e2>reduced</e2> and the terminals rebalanced."
e7cc3da8-211a-4244-b711-210a912ca2ac,{'ID': '302_UK_DocL_V1_ConsrvationOfFuelAndPower'},necessity,Ground floors,insulated to limit heat losses to not more than 10W/m2,Ground floors and those in contact with the outside of the dwelling should be insulated to limit heat losses to not more than 10W/m2.,<e1>Ground floors</e1> and those in contact with the outside of the dwelling should be <e2>insulated to limit heat losses to not more than 10W/m2</e2>.
e7cc3da8-211a-4244-b711-210a912ca2ac,{'ID': '302_UK_DocL_V1_ConsrvationOfFuelAndPower'},necessity,those,insulated to limit heat losses to not more than 10W/m2,Ground floors and those in contact with the outside of the dwelling should be insulated to limit heat losses to not more than 10W/m2.,Ground floors and <e1>those</e1> in contact with the outside of the dwelling should be <e2>insulated to limit heat losses to not more than 10W/m2</e2>.
e8340500-38b6-461b-b00d-d3aa44ac1f0b,{'ID': '62_Finnish_Health-WaterAndSewerage'},less-equal,temperature,65 degrees Celsius,The temperature of the water available from the hot water system may not exceed 65 degrees Celsius.,The <e1>temperature</e1> of the water available from the hot water system may not exceed <e2>65 degrees Celsius</e2>.
e874f337-2067-4e77-ad32-c3b857f40e7a,{'ID': '219_Finnish_FireSafety'},greater,number of occupants,120,"If the number of occupants exceeds 120, the total minimum width of the exits shall be calculated by increasing the original 1,200 millimetres by 400 millimetres for each additional group of 60 people.","If the <e1>number of occupants</e1> exceeds <e2>120</e2>, the total minimum width of the exits shall be calculated by increasing the original 1,200 millimetres by 400 millimetres for each additional group of 60 people."
e874f337-2067-4e77-ad32-c3b857f40e7a,{'ID': '219_Finnish_FireSafety'},necessity,total minimum width,"calculated by increasing the original 1,200 millimetres by 400 millimetres for each additional group of 60 people","If the number of occupants exceeds 120, the total minimum width of the exits shall be calculated by increasing the original 1,200 millimetres by 400 millimetres for each additional group of 60 people.","If the number of occupants exceeds 120, the <e1>total minimum width</e1> of the exits shall be <e2>calculated by increasing the original 1,200 millimetres by 400 millimetres for each additional group of 60 people</e2>."
e8e5b04a-e794-4933-b846-aefb5457f60b,{'ID': '57_Finnish_Accessibility'},necessity,toilet seat,placed between 200 and 300 millimetres from the rear wall,The toilet seat shall be placed between 200 and 300 millimetres from the rear wall.,The <e1>toilet seat</e1> shall be <e2>placed between 200 and 300 millimetres from the rear wall</e2>.
e93da678-4b62-493b-8c4d-31a95da3885d,{'ID': '172_Finnish_EnergyEfficiency'},necessity,energy declaration,drawn up when designing a building,An energy declaration shall be drawn up when designing a building.,An <e1>energy declaration</e1> shall be <e2>drawn up when designing a building</e2>.
e9d02df9-2fcb-4acc-bd08-18a4348cd823,{'ID': '46_UK_DocM_V2_AccessAndUseOfBuildings'},necessity,people,obtain tickets for pay and display parking,"If people need to obtain tickets for pay and display parking, the ticket dispensing machines should be located in a way that allows a person in a wheelchair, or a person of short stature, to gain access close to the machine and reach the payment and ticket dispensing functions.","If <e1>people</e1> need to <e2>obtain tickets for pay and display parking</e2>, the ticket dispensing machines should be located in a way that allows a person in a wheelchair, or a person of short stature, to gain access close to the machine and reach the payment and ticket dispensing functions."
e9d02df9-2fcb-4acc-bd08-18a4348cd823,{'ID': '46_UK_DocM_V2_AccessAndUseOfBuildings'},necessity,ticket dispensing machines,located,"If people need to obtain tickets for pay and display parking, the ticket dispensing machines should be located in a way that allows a person in a wheelchair, or a person of short stature, to gain access close to the machine and reach the payment and ticket dispensing functions.","If people need to obtain tickets for pay and display parking, the <e1>ticket dispensing machines</e1> should be <e2>located</e2> in a way that allows a person in a wheelchair, or a person of short stature, to gain access close to the machine and reach the payment and ticket dispensing functions."
ebb26e9f-622f-4faa-a2c8-997158e30499,{'ID': '142_UK_DocL_V1_ConsrvationOfFuelAndPower'},necessity,Mortar snots,removed to ensure a tight fit with the structure and cavities cleared of all debris,Mortar snots should be removed to ensure a tight fit with the structure and cavities cleared of all debris.,<e1>Mortar snots</e1> should be <e2>removed to ensure a tight fit with the structure and cavities cleared of all debris</e2>.
ebc429f0-cb90-41ab-9a11-401a2ddc7bad,{'ID': '268_UK_DocF_V1_Ventilation'},necessity,system,balanced to achieve design air flow rates at each room terminal,"For continuous mechanical ventilation systems, such as continuous mechanical extract ventilation or mechanical ventilation with heat recovery, the system should be balanced to achieve design air flow rates at each room terminal.","For continuous mechanical ventilation systems, such as continuous mechanical extract ventilation or mechanical ventilation with heat recovery, the <e1>system</e1> should be <e2>balanced to achieve design air flow rates at each room terminal</e2>."
ec0cd536-6082-48ba-b9e7-8678c02d65a4,{'ID': '122_Finnish_Health-WaterAndSewerage'},necessity,Waste water,conveyed to the sewer of the water supply plant or for purification property-specifically or to a cesspit,Waste water shall be conveyed to the sewer of the water supply plant or for purification property-specifically or to a cesspit.,<e1>Waste water</e1> shall be <e2>conveyed to the sewer of the water supply plant or for purification property-specifically or to a cesspit</e2>.
ec1783bd-3e59-42d6-9709-cd0cc7d2c365,{'ID': '55_UK_DocF_V1_Ventilation'},necessity,air flow resistance,considered when specifying ventilation systems,The air flow resistance of all components should be considered when specifying ventilation systems.,The <e1>air flow resistance</e1> of all components should be <e2>considered when specifying ventilation systems</e2>.
ec2e84a5-89bc-4c16-9a55-1965efd13981,{'ID': '167_UK_DocL_V1_ConsrvationOfFuelAndPower'},necessity,insulation,installed to the top of the wall plate,"Wall insulation should be installed to the top of the wall plate; in some places, such as the eaves, this may be above the cavity closure or barrier.","Wall <e1>insulation</e1> should be <e2>installed to the top of the wall plate</e2>; in some places, such as the eaves, this may be above the cavity closure or barrier."
